X,Y,Z
-0.12228844,-0.061104804,4.011861
-0.15889594,-0.037946057,3.2283077
0.029842287,-0.2234397,10.047567
0.009295434,-0.20974651,9.938918
0.020083815,-0.2195115,9.957856
-0.011042193,-0.18271345,9.368167
-0.17622675,-0.029866084,2.9135346
0.031208873,-0.20759705,9.695321
0.018837094,-0.21954867,9.954371
-0.005904615,-0.20858355,9.354702
0.0054892153,-0.204862,9.865608
-0.17627215,-0.03302694,2.8894992
0.012823582,-0.21868949,9.966694
0.030741245,-0.2172081,10.102229
0.0267898,-0.18880062,9.797525
-0.017953828,-0.17809752,8.1587
-0.1933407,-0.03672539,3.2304153
-0.010349259,-0.22392799,9.621415
-0.19302593,-0.027549027,2.813079
-0.07870068,-0.1031565,6.39565
0.030747026,-0.21722095,10.102105
0.03145176,-0.20583326,9.71366
-0.019326776,-0.161018,8.674529
-0.034101814,-0.19032817,9.124968
-0.06492625,-0.12706476,6.6733913
0.012099057,-0.20799342,10.078734
0.009643048,-0.21750107,9.984001
-0.0014365464,-0.21086253,9.381697
0.015811443,-0.2192883,9.957079
-0.0009860545,-0.16095485,8.560154
-0.023579746,-0.18066067,8.11977
-0.09650004,-0.083722964,5.0424585
-0.117916346,-0.06440981,4.2168636
-0.011268288,-0.22100542,8.687597
0.00734438,-0.22844373,9.641927
0.014989361,-0.21638276,9.422262
-0.015220463,-0.22231944,8.820905
-0.0042085648,-0.20936814,9.362777
0.031992137,-0.2011597,9.774595
-0.09641461,-0.08380693,5.0459833
-0.029215157,-0.19220175,9.664363
-0.117835216,-0.055174798,4.1239467
-0.1725226,-0.031247701,2.9203348
-0.010003224,-0.18651891,9.995011
-0.02276443,-0.2138143,9.688759
-0.0880536,-0.09162873,5.369797
-0.05218868,-0.1665593,7.8984833
0.02462934,-0.22925426,9.739588
0.03190729,-0.19673668,9.800367
-0.13228771,-0.04784663,3.7912793
-0.12038927,-0.06101393,4.034538
-0.19783902,-0.02706908,2.762843
-0.031876042,-0.17859575,8.101344
-0.03867665,-0.17842999,8.89059
-0.11704641,-0.060263343,4.11417
0.040508717,-0.1932264,10.185756
-0.19078872,-0.027608737,2.8330445
-0.14312476,-0.043020863,3.5451682
0.011211872,-0.2080494,10.075841
0.007091403,-0.21568204,10.014931
-0.17998621,-0.029230587,2.893939
-0.036788598,-0.18584569,9.037656
-0.013915673,-0.17856236,9.217475
-0.06443794,-0.112992905,6.159944
-0.010897532,-0.21954496,8.628085
-0.046682388,-0.20636691,9.23729
0.023215279,-0.22935161,9.734169
-0.19749899,-0.027183892,2.7669086
-0.07994513,-0.11180054,6.657959
0.029546052,-0.22344038,10.045107
0.0013620257,-0.18660806,10.055426
-0.07967873,-0.1101543,6.6150875
0.028273761,-0.22927515,9.758021
-0.064226255,-0.1131468,6.165885
0.016100377,-0.18600339,9.765216
0.009512737,-0.21743867,9.985262
-0.021988437,-0.18307179,8.388227
-0.065026775,-0.11600753,6.164158
-0.006775841,-0.18652338,10.013563
-0.10074228,-0.08680708,5.3402653
0.01243718,-0.21857218,9.9677305
-0.17612083,-0.034639366,2.8994832
-0.06162113,-0.11496693,6.230757
-0.051120415,-0.20256144,9.283874
-0.17601183,-0.03472405,2.900886
0.016508326,-0.21608539,9.436795
-0.055932567,-0.18699412,9.5549965
0.035102695,-0.22985208,9.75332
-0.11851973,-0.05475102,4.111612
-0.00979656,-0.17285544,8.262841
-0.13712949,-0.0644842,4.369555
-0.028514624,-0.1633357,8.67973
-0.028560191,-0.1918122,9.663136
-0.116250895,-0.05638005,4.150693
0.02990815,-0.22343816,10.048172
0.040628105,-0.22690468,9.895912
-0.11810633,-0.060623646,4.0869746
0.024623856,-0.18784092,9.791026
0.026861921,-0.21351479,10.116707
-0.009639114,-0.17768134,9.931379
-0.018424854,-0.1868208,9.946027
-0.009122133,-0.15845905,8.6226425
-0.061611056,-0.11483006,6.2109766
0.0195854,-0.1864758,9.776476
-0.06196308,-0.11478801,6.2246695
-0.10261042,-0.098815404,5.580306
0.031439334,-0.22250079,10.06682
0.018257096,-0.21975626,10.030734
-0.046010464,-0.1819916,9.694335
0.030094028,-0.21590616,10.114573
-0.12229828,-0.06109713,4.0100574
0.0044117123,-0.2135949,9.413662
0.020092294,-0.22951108,9.723776
0.03164786,-0.22153543,10.072333
0.045513332,-0.19638063,10.194479
-0.08104491,-0.13217947,7.1627007
0.03741616,-0.22941235,9.772922
-0.036926344,-0.21290909,9.165693
-0.03389913,-0.20601399,9.740097
-0.17585564,-0.03483851,2.9028416
0.030813307,-0.21737096,10.100681
-0.1726458,-0.03140278,2.9179363
0.012497678,-0.21632425,9.404341
-0.14433524,-0.042562127,3.5166626
-0.08007339,-0.11258671,6.6782064
-0.048353612,-0.20508589,9.251482
-0.063797906,-0.113453865,6.1776953
0.017777741,-0.21924713,10.031068
-0.032483086,-0.21395254,9.653162
-0.07947372,-0.10900334,6.584378
-0.061925173,-0.114809975,6.225408
-0.061259344,-0.11508191,6.234622
0.04092309,-0.1910149,10.155188
-0.17254825,-0.030996088,2.9230874
-0.017116964,-0.18674245,9.953386
0.005159706,-0.2266861,9.68618
0.048710108,-0.22396761,9.912459
0.0075912774,-0.21618389,10.008234
-0.0819162,-0.12005157,6.865925
-0.061583474,-0.11483364,6.211764
0.010834858,-0.21152526,9.964416
-0.05719456,-0.19374378,9.416732
-0.004668504,-0.15861994,8.5814085
-0.17401968,-0.035870675,2.9312532
0.026779354,-0.18879531,9.797483
-0.1208085,-0.062164534,4.0912657
0.016967878,-0.21599616,9.442426
-0.11418467,-0.0790443,4.987309
-0.07995811,-0.1171524,6.270277
0.0076068193,-0.22850204,9.64244
0.0020667017,-0.21261331,9.405406
-0.03640656,-0.17933208,9.765196
-0.106721774,-0.07425061,4.621902
0.009539932,-0.18702793,10.087182
-0.17254332,-0.031276487,2.9198914
-0.056407258,-0.18758692,9.543078
0.00786595,-0.18686707,10.081099
0.01581183,-0.2084462,10.089316
-0.17380981,-0.035944685,2.9350443
0.030902624,-0.22320336,10.059779
-0.007838562,-0.20769855,9.346866
-0.0070391297,-0.22125633,9.677284
-0.08557436,-0.11307096,6.102578
-0.17671968,-0.033714283,2.8889108
-0.022819936,-0.18069,8.407551
-0.11682136,-0.05583436,4.1414175
-0.08045685,-0.09954582,6.2167053
0.009658635,-0.22808631,9.6906595
0.018797755,-0.21954739,9.954268
0.004165113,-0.21350808,9.4131975
0.014607415,-0.21912618,9.96223
-0.07884942,-0.09988526,5.677334
-0.06723654,-0.15254939,7.656595
-0.04091528,-0.19467779,9.849595
-0.1750361,-0.032644175,2.8963957
0.049932033,-0.22309251,9.936147
-0.029450268,-0.18030047,8.116901
-0.0511681,-0.2025118,9.284569
-0.07991479,-0.11158013,6.6521935
-0.1012412,-0.09993332,5.6219873
0.011896938,-0.21839729,9.969591
-0.018164799,-0.22112879,9.627241
-0.040251553,-0.1740313,8.011903
-0.16964333,-0.036489464,3.0073109
0.026792482,-0.23056784,9.702205
0.036360174,-0.22852829,9.839166
-0.17668714,-0.03331221,2.8876698
-0.14189334,-0.043499,3.5736277
0.009447619,-0.21740684,9.985899
-0.033722103,-0.19080783,9.134898
-0.18716198,-0.028332887,2.854893
-0.17267032,-0.031430162,2.917512
-0.11907155,-0.054478593,4.10143
0.023227826,-0.22251387,10.017886
-0.00864172,-0.1584392,8.619127
0.02986911,-0.19121611,9.803169
-0.03637217,-0.1867464,9.054616
-0.17580602,-0.032854185,2.8920577
0.025886819,-0.22309227,10.023917
-0.063788265,-0.11787186,6.245098
-0.06397514,-0.11396569,6.127434
-0.034850985,-0.19941883,9.709277
-0.022982672,-0.16180597,8.675945
-0.08146159,-0.09764429,6.10647
0.05248311,-0.20942402,10.208611
0.02199915,-0.21069817,10.101893
0.0054528415,-0.22679569,9.68614
-0.065162465,-0.11583001,6.157092
-0.10600997,-0.075030774,4.651885
-0.008200571,-0.1718314,8.28626
-0.18295735,-0.029089436,2.8776243
0.009069443,-0.20947646,9.9350605
-0.019497588,-0.21543737,9.680624
-0.107680075,-0.07327855,4.583954
0.006531462,-0.21443735,9.41568
-0.17266953,-0.031429313,2.9175253
-0.0147797465,-0.17727926,9.166698
-0.0035341233,-0.16968125,8.373721
0.03173849,-0.20454189,9.7305
0.023247704,-0.18734859,9.787117
0.0012041926,-0.18660773,10.054778
-0.08007845,-0.10030677,6.260618
-0.17673731,-0.03379667,2.8892908
-0.001147449,-0.16065569,8.565462
-0.17270707,-0.0307905,2.9246314
0.033982694,-0.23002505,9.744933
-0.17572588,-0.03000737,2.915801
0.009932011,-0.20828588,10.072831
0.04150495,-0.22796203,9.812589
0.022551581,-0.21097611,10.103217
-0.0017424226,-0.21069436,9.379295
-0.06557277,-0.11214642,6.127033
-0.061524674,-0.114841364,6.2134547
0.052185208,-0.20658647,10.144838
0.01625231,-0.21934706,9.955272
-0.106800236,-0.084484234,5.1967316
0.053759396,-0.21660677,10.050266
-0.15807173,-0.03816377,3.2465487
-0.03510654,-0.20251437,9.726163
-0.018912345,-0.17872067,8.14906
0.017866775,-0.22993845,9.669798
-0.06181538,-0.11478343,6.204714
-0.1721429,-0.036376163,2.962118
-0.00029446185,-0.16426377,8.514555
0.04044777,-0.22698611,9.893331
-0.12722492,-0.050149105,3.9171886
-0.00044186413,-0.16299699,8.531236
0.052759975,-0.2150803,10.170502
-0.01843533,-0.2219272,8.886776
-0.06370136,-0.12804666,6.700232
-0.059506074,-0.16077776,7.7978296
0.017664209,-0.21912044,10.031157
-0.042667046,-0.19942729,9.829206
-0.06500058,-0.112577595,6.1438417
0.051438004,-0.20495708,10.153653
-0.06356336,-0.11916911,6.289304
-0.06555125,-0.11449149,6.1084094
-0.1962843,-0.027515166,2.780783
-0.078693315,-0.103955865,6.428291
-0.011033893,-0.1735992,8.243255
-0.061598703,-0.12850727,6.6716275
-0.063572794,-0.11912861,6.287863
-0.06463605,-0.1128476,6.1543245
0.023122862,-0.21126428,10.104628
-0.018202111,-0.17309305,8.981653
-0.06860337,-0.15092185,7.6261396
-0.030280769,-0.16411066,8.686673
0.025822014,-0.18833937,9.794113
-0.038663074,-0.1802157,8.923095
-0.06416693,-0.11392339,6.121482
0.014186829,-0.21904099,9.963546
-0.121769644,-0.061367456,4.0434284
-0.015910923,-0.17595881,9.113705
-0.17869788,-0.029360201,2.9006522
-0.17962126,-0.034018427,3.358215
0.05122122,-0.22206132,9.964037
0.047051728,-0.2235817,10.000916
-0.12040396,-0.061014064,4.034222
0.011159569,-0.20805506,10.075688
0.030442595,-0.20895763,9.670216
-0.061440006,-0.11503306,6.2331586
-0.0038318932,-0.18618496,9.71932
0.03159216,-0.22051941,10.07729
0.02458635,-0.22284898,10.019346
-0.03509611,-0.1677906,8.726691
-0.0037001222,-0.16978835,8.369593
-0.06986135,-0.12342483,6.5448112
-0.17284481,-0.031609926,2.9147413
0.05390188,-0.21521921,10.06798
-0.12732086,-0.050095934,3.9147353
-0.1104186,-0.08206441,5.099116
-0.07069236,-0.14782695,7.5661983
0.018427089,-0.21992181,10.030217
-0.18820946,-0.028110452,2.849091
-0.0134740025,-0.20057066,8.41324
-0.0638088,-0.11763987,6.2377405
-0.061614588,-0.11496947,6.2308545
-0.038664088,-0.17824462,8.887404
0.0134923905,-0.22947724,9.656218
-0.10866134,-0.07227008,4.543877
-0.092618644,-0.087434165,5.19925
0.0072530806,-0.21585387,10.012534
-0.034575835,-0.19827695,9.700894
-0.06163229,-0.12851764,6.6732273
0.006010577,-0.21279722,10.052944
0.024824679,-0.2228991,10.019951
-0.11984492,-0.06304647,4.1393733
-0.19762139,-0.027143704,2.7654579
-0.034277126,-0.21280132,9.663074
-0.0028948188,-0.19317748,9.641141
-0.14514065,-0.042251244,3.4976623
-0.1752405,-0.030095696,2.9176311
-0.034873366,-0.20359978,9.732026
-0.03011337,-0.20950364,9.7175665
0.0029943585,-0.21305045,9.410297
-0.1957249,-0.02755038,2.7866714
-0.027831972,-0.1880339,9.898611
0.01580298,-0.20844373,10.089303
0.0055220723,-0.20490618,9.866377
-0.15351382,-0.03947655,3.3380744
-0.11622827,-0.07769021,4.9298153
-0.06496352,-0.112605155,6.1449156
0.0302805,-0.19167341,9.803982
-0.012869343,-0.21853028,9.675237
-0.061153352,-0.12716806,6.589494
-0.052633867,-0.18470885,9.616645
-0.048153937,-0.18267867,9.673552
-0.0017813295,-0.17793287,9.968562
-0.13322455,-0.066615686,4.467672
-0.17272142,-0.031485483,2.9166555
-0.039077938,-0.20889927,9.711899
0.016008794,-0.21931548,9.956203
-0.117947154,-0.060576692,4.0909615
-0.1530295,-0.03965235,3.3469427
0.031643182,-0.22167024,10.0717745
-0.03396021,-0.1666368,8.713201
-0.023138285,-0.17797664,8.452654
-0.053260878,-0.20018676,9.319473
-0.120943934,-0.06199155,4.081996
-0.062469676,-0.1144346,6.2128057
-0.17270918,-0.0314725,2.9168568
-0.021944135,-0.21422768,9.686477
0.013245523,-0.1800134,10.033512
-0.00579682,-0.20863295,9.355158
-0.1825346,-0.029107915,2.880024
0.014538199,-0.21911307,9.962426
-0.027191237,-0.19677098,9.242063
-0.1797525,-0.034078933,3.3555703
-0.121719405,-0.06107551,4.0097747
0.017092496,-0.22942743,9.714162
0.008082047,-0.18561085,9.752207
0.05311203,-0.21933667,10.015273
-0.115432225,-0.05898356,4.155135
-0.10636462,-0.08468428,5.206127
-0.11714048,-0.05560733,4.1359677
-0.022816405,-0.18070497,8.407352
-0.19334516,-0.036720753,3.2308745
-0.06534819,-0.1141359,6.1006126
-0.19632222,-0.027512394,2.780378
-0.05689709,-0.18841611,9.527722
-0.032800287,-0.19187258,9.156666
0.023545817,-0.21263261,9.524227
0.0016821623,-0.19967915,9.772477
-0.0033524185,-0.22607069,9.625022
0.038066536,-0.19204186,10.180648
-0.12229833,-0.06109695,4.0100217
0.031978697,-0.2025483,9.760161
0.0075714737,-0.20983194,10.072595
-0.035116956,-0.20143911,9.720964
-0.054908812,-0.19780272,9.35479
0.011002094,-0.21807732,9.973888
0.01865603,-0.22014336,10.029316
-0.09573598,-0.084470384,5.07387
-0.17737567,-0.029585805,2.907415
-0.00030946732,-0.16414279,8.515649
-0.19295833,-0.02754796,2.8137379
-0.019042015,-0.16094734,8.673915
0.011843085,-0.20800218,10.077844
-0.06191717,-0.11481444,6.22556
-0.08229965,-0.12572598,7.00383
-0.017986387,-0.17811868,8.158345
-0.01286155,-0.22198446,8.758693
-0.022025704,-0.22084849,8.973233
-0.0004722625,-0.16284421,8.532855
-0.08024497,-0.11337911,6.698116
0.030080765,-0.21588354,10.114826
0.0388847,-0.22898586,9.786328
0.032750934,-0.23018773,9.736551
0.015134886,-0.20827799,10.088591
-0.0075435787,-0.2078446,9.348363
-0.039757907,-0.18008475,9.74171
-0.0003953576,-0.16340955,8.524453
-0.02138339,-0.18440598,8.382653
-0.07981068,-0.1352385,7.2402325
0.034218937,-0.22999053,9.746641
0.007289931,-0.21589145,10.012034
0.009498224,-0.21542448,9.402944
-0.019608349,-0.17915778,8.142884
-0.10390894,-0.07707009,4.741955
-0.12491327,-0.070795566,4.778
-0.1570587,-0.038493875,3.2688537
-0.078773096,-0.10458846,6.4519005
-0.17085162,-0.035501104,3.5615702
-0.1873376,-0.036931783,3.4141698
-0.038359955,-0.21210264,9.173755
0.016963303,-0.21599704,9.442368
0.007726401,-0.21471167,9.412076
0.024039358,-0.18244492,10.080697
-0.14225939,-0.043346435,3.5653558
0.016660035,-0.22939168,9.712883
-0.1597998,-0.050991952,3.8940163
-0.18867858,-0.03673946,3.2371185
0.0095855445,-0.18565518,9.753814
-0.011646211,-0.18181789,9.337694
-0.11270785,-0.06811081,4.387335
0.028421879,-0.1897498,10.154582
0.028383702,-0.22338918,10.038664
-0.11211727,-0.06873476,4.408605
-0.061744243,-0.12501104,6.504602
