X,Y,Z
-0.39159745,-0.19397587,4.5117865
-0.36380506,-0.08072508,4.1617546
-0.4102006,-0.24709357,5.795331
-0.3175516,-0.1369262,3.8277445
-0.39637107,-0.26344272,6.1259527
-0.39232582,-0.10599358,4.268315
-0.32353902,-0.058474503,4.062473
-0.4296819,-0.21990392,5.299361
-0.4171049,-0.20997377,4.925931
-0.42105412,-0.24588856,5.919791
-0.4148487,-0.20819242,4.858942
-0.31474635,-0.014374426,3.9546754
-0.39059395,-0.22231287,5.0448923
-0.42000908,-0.24296135,5.903426
-0.3680877,-0.17635822,4.50533
-0.41616225,-0.20922954,4.8979435
-0.38302302,-0.06855244,4.1591196
-0.40862864,-0.22912493,5.888957
-0.4292736,-0.23734279,5.7619667
-0.39310926,-0.22816922,5.14288
-0.3525319,-0.19125943,4.2809057
-0.39269036,-0.19964673,4.538292
-0.4137413,-0.24727811,5.855008
-0.28937465,-0.025978988,3.9483528
-0.30965707,-0.16621192,3.851725
-0.4293152,-0.23729958,5.7611685
-0.39123267,-0.22333632,5.06418
-0.35652828,-0.17240657,4.3998995
-0.3597113,-0.1524492,4.3502445
-0.39221382,-0.19717415,4.5267353
-0.37298298,-0.26363522,6.2032623
-0.4013108,-0.22705746,5.9262857
-0.36996996,-0.18290968,4.547558
-0.4144895,-0.23455147,5.8809853
-0.36059463,-0.20071039,4.49698
-0.34635204,-0.18623196,4.178579
-0.35542023,-0.0827569,4.1557074
-0.3907972,-0.105836414,4.2533674
-0.41469163,-0.2444487,5.7759533
-0.4095965,-0.25097656,5.925825
-0.38230097,-0.21397984,4.835596
-0.411736,-0.24613085,5.7867746
-0.36871678,-0.17852622,4.519251
-0.3926642,-0.22626142,5.1123576
-0.35532767,-0.082652815,4.155363
-0.39170247,-0.19206217,5.0364075
-0.34834784,-0.038096406,4.0488358
-0.355376,-0.035091333,4.0510464
-0.41801804,-0.24113178,5.7289705
-0.3988955,-0.20458668,5.146468
-0.34948093,-0.07349341,4.1279364
-0.32757872,-0.14601964,3.8735464
-0.41372722,-0.22967598,5.4653273
-0.3931632,-0.22775362,5.133016
-0.31836286,-0.035764806,4.0061493
-0.39327598,-0.089267395,4.2297287
-0.30679995,-0.045970596,4.014059
-0.3362996,-0.17321047,4.0127106
-0.35728395,-0.1520237,4.334584
-0.3936643,-0.06557151,4.165978
-0.41611803,-0.24403748,5.7839594
-0.28830165,-0.020317724,3.9345846
-0.31471002,-0.04341135,4.0183535
-0.37209892,-0.26371852,6.2036524
-0.3851065,-0.22934258,5.976865
-0.30164713,-0.012251874,3.9336045
-0.35872245,-0.15122062,4.3396044
-0.41534,-0.20858033,4.8735294
-0.37974435,-0.06533067,4.147941
-0.41641808,-0.24353053,5.771758
-0.40773183,-0.24916467,5.8263655
-0.41307175,-0.22927627,5.45059
-0.304347,-0.04403887,4.0067463
-0.31161055,-0.15413244,3.8395236
-0.4291402,-0.21947621,5.2832766
-0.41769338,-0.24202122,5.7412148
-0.31105214,-0.15628074,3.8402455
-0.41512954,-0.23061065,5.4976025
-0.38086474,-0.06570245,4.150161
-0.3923828,-0.21943234,5.1156807
-0.4005636,-0.22705233,5.9279156
-0.43278778,-0.22235613,5.3915777
-0.39243764,-0.18062197,4.4817543
-0.41807568,-0.24159198,5.7328253
-0.32214713,-0.17248707,3.9475827
-0.40792954,-0.22869442,5.8918753
-0.37389624,-0.08115675,4.1753454
-0.39349473,-0.0783127,4.2006283
-0.4074195,-0.24953704,5.8339367
-0.3732165,-0.081245124,4.1746874
-0.38334256,-0.21472935,4.859313
-0.4051805,-0.2522919,5.8910284
-0.40293694,-0.2589857,6.0781307
-0.34545797,-0.037109606,4.043049
-0.356368,-0.19527858,4.370077
-0.33684674,-0.17889489,4.032488
-0.3564021,-0.16385834,4.372018
-0.3916645,-0.19241916,5.037096
-0.35662395,-0.041436978,4.066536
-0.42980772,-0.22000325,5.303097
-0.41863233,-0.23550275,5.622712
-0.39359975,-0.07387194,4.1889873
-0.3929795,-0.2281548,5.1412296
-0.41696906,-0.25013578,5.998228
-0.3989436,-0.26003432,6.0523252
-0.41620237,-0.237589,5.714114
-0.3571192,-0.18939783,4.4528136
-0.39390707,-0.11022877,4.2953672
-0.3926342,-0.22410695,5.128592
-0.39337456,-0.07417234,4.187706
-0.39269036,-0.19964673,4.538292
-0.43417406,-0.22345068,5.4327393
-0.4199564,-0.2122252,5.0105968
-0.40326113,-0.2546448,5.939682
-0.42477316,-0.24202192,5.848381
-0.3923838,-0.10545206,4.2673244
-0.3730253,-0.19384013,4.6194496
-0.41166824,-0.22849533,5.4197493
-0.43625998,-0.2250976,5.494673
-0.41617185,-0.2440764,5.7860594
-0.3173113,-0.13727534,3.8276625
-0.40224874,-0.25969413,6.09111
-0.40827364,-0.24857832,5.8152018
-0.39488143,-0.19336683,5.071948
-0.372289,-0.08132662,4.173704
-0.42979842,-0.2367972,5.75189
-0.3587343,-0.03767649,4.060928
-0.3803435,-0.21272647,4.7924137
-0.31486994,-0.04446251,4.0208607
-0.31186333,-0.15310349,3.838781
-0.4076286,-0.24928577,5.828802
-0.3832636,-0.066544354,4.155014
-0.41970325,-0.21202533,5.0030813
-0.4173184,-0.2431447,5.772643
-0.31063828,-0.1579834,3.8409715
-0.39338678,-0.0745603,4.1889257
-0.39366335,-0.08572763,4.22333
-0.39483625,-0.26581895,6.181198
-0.34933144,-0.030830314,4.0341225
-0.4164871,-0.23814952,5.71647
-0.4067729,-0.22651094,5.3193026
-0.39876258,-0.26317254,6.153222
-0.38853675,-0.22838835,5.963231
-0.31411248,-0.14471655,3.8312027
-0.39390635,-0.10984046,4.2942553
-0.4174785,-0.21026878,4.937024
-0.40650892,-0.25065765,5.8571625
-0.35763413,-0.19937238,4.478525
-0.36103886,-0.08013253,4.156988
-0.39310873,-0.22816919,5.142874
-0.39141643,-0.10924695,4.2689466
-0.3836367,-0.21495229,4.8661127
-0.3254875,-0.1739432,3.9668767
-0.39269036,-0.19964673,4.538292
-0.40952545,-0.2510452,5.9271364
-0.37165302,-0.18889701,4.5867014
-0.40181702,-0.25642422,5.976591
-0.3706478,-0.09512788,4.201936
-0.41729933,-0.24247552,5.7502546
-0.3560273,-0.03557963,4.0529346
-0.40533173,-0.2521061,5.8871803
-0.41737813,-0.2423835,5.7484083
-0.37896812,-0.2623884,6.187071
-0.3597883,-0.07981482,4.154724
-0.43220645,-0.22189717,5.374318
-0.36733592,-0.17380224,4.4889603
-0.40295464,-0.21880637,5.2370358
-0.39269036,-0.19964673,4.538292
-0.38143682,-0.07748618,4.176738
-0.4311306,-0.22104773,5.342375
-0.35310477,-0.039927192,4.0588136
-0.31211525,-0.16751586,3.8725593
-0.40830988,-0.2270143,5.3496895
-0.41994327,-0.2428373,5.9029417
-0.37287152,-0.1932839,4.6157494
-0.41207594,-0.23192291,5.8806925
-0.34992385,-0.065715075,4.1114216
-0.32266718,-0.1360561,3.8408039
-0.41208345,-0.22907008,5.6797895
-0.37890625,-0.059072472,4.133157
-0.39832282,-0.26359314,6.1604576
-0.33841604,-0.1792392,4.0584717
-0.4074149,-0.24954253,5.8340483
-0.3115365,-0.15440674,3.8396008
-0.39269036,-0.19964673,4.538292
-0.40693957,-0.22816625,5.8967476
-0.41500956,-0.24583319,5.8264856
-0.33146715,-0.15993711,3.913337
-0.34426033,-0.073626176,4.121687
-0.40552038,-0.2562807,6.027897
-0.41832286,-0.23344061,5.5802727
-0.38320416,-0.07357565,4.17037
-0.31464702,-0.042384826,4.0160217
-0.40018463,-0.22705239,5.928775
-0.3598191,-0.15263017,4.351594
-0.29015988,-0.015741816,3.9268706
-0.3592884,-0.03812004,4.0625954
-0.34343046,-0.03647811,4.039123
-0.42294967,-0.2145885,5.099471
-0.35714656,-0.1902681,4.4551353
-0.39328068,-0.22811499,5.1432257
-0.3589207,-0.15139721,4.341421
-0.38179094,-0.06463322,4.1489744
-0.42494613,-0.21616484,5.15875
-0.39191788,-0.19041553,4.504694
-0.39368844,-0.14033353,4.378966
-0.39281046,-0.18974791,5.0399394
-0.35643923,-0.16848414,4.387083
-0.31403702,-0.1685112,3.8881593
-0.41747695,-0.24295458,5.7687635
-0.3968131,-0.25722674,6.11014
-0.4068793,-0.22654237,5.321377
-0.39250052,-0.17931108,4.4786205
-0.36924553,-0.09424667,4.198245
-0.357018,-0.19596551,4.385356
-0.2955043,-0.012848353,3.9272168
-0.41704977,-0.20993023,4.9242935
-0.39981097,-0.20764092,5.165902
-0.37251216,-0.09624059,4.2067137
-0.37488794,-0.2005987,4.664998
-0.35927117,-0.038106166,4.0625434
-0.41559023,-0.2087779,4.8809595
-0.35880613,-0.1978615,4.4275637
-0.3917101,-0.22418681,5.079257
-0.39289445,-0.22813596,5.1399136
-0.41770238,-0.2420113,5.741024
-0.31142145,-0.16715212,3.866801
-0.3808471,-0.07812465,4.1774
-0.36035937,-0.20062238,4.4960365
-0.34396124,-0.027418664,4.0199065
-0.40327138,-0.25863945,6.0717573
-0.3175431,-0.015195986,3.9599822
-0.3713041,-0.26363719,6.200903
-0.4009292,-0.261035,6.1154213
-0.39898336,-0.25653583,6.09953
-0.36982042,-0.18238221,4.544147
-0.37434417,-0.063743666,4.1376925
-0.39390445,-0.109009795,4.291874
-0.3949942,-0.26637602,6.2019854
-0.41535264,-0.23563296,5.882374
-0.3233742,-0.17302197,3.9546704
-0.39636743,-0.2653699,6.189542
-0.3225334,-0.05740639,4.0588684
-0.3936457,-0.1907021,5.051107
-0.35196245,-0.19067015,4.2678785
-0.4072374,-0.25370535,5.978283
-0.3939095,-0.11319907,4.3038435
-0.3527379,-0.07749393,4.1407967
-0.36151326,-0.20070416,4.4906735
-0.41861165,-0.23541962,5.6209965
-0.3244484,-0.03392356,4.009733
-0.36173177,-0.2010281,4.4984655
-0.41853505,-0.24191506,5.7504473
-0.4106347,-0.24681163,5.792591
-0.39209414,-0.19655319,4.5238333
-0.32528085,-0.14016245,3.8558326
-0.41964275,-0.21197756,5.0012846
-0.4124537,-0.22984901,5.686202
-0.37694943,-0.06446586,4.142541
-0.3948869,-0.26641956,6.2017994
-0.39170057,-0.19424817,4.51354
-0.39304423,-0.16601409,4.445937
-0.29756218,-0.037804447,3.9845636
-0.30929768,-0.16601682,3.848552
-0.35584307,-0.19472368,4.3577347
-0.39172518,-0.19463895,4.514886
-0.3917063,-0.1941493,4.513313
-0.37873435,-0.06500872,4.1459694
-0.401267,-0.2557983,6.0881586
-0.41692692,-0.20983323,4.9206467
-0.3221972,-0.13562822,3.8386931
-0.35641176,-0.16236807,4.367129
-0.39305443,-0.2281665,5.142267
-0.35752392,-0.15149409,4.333895
-0.393645,-0.14287138,4.385776
-0.41117924,-0.23108672,5.881859
-0.39183885,-0.10890511,4.271981
-0.4158824,-0.2090086,4.889635
-0.30507123,-0.012470638,3.9383748
-0.39269036,-0.19964673,4.538292
-0.3978601,-0.26402926,6.167858
-0.4198715,-0.23819642,5.678834
-0.39327317,-0.08935773,4.2299595
-0.3720541,-0.2637203,6.203624
-0.39003307,-0.22149597,5.028613
-0.39357293,-0.081458285,4.2103224
-0.39166158,-0.20480041,5.072134
-0.43834555,-0.22674423,5.556596
-0.4239127,-0.21534888,5.128066
-0.3565191,-0.15773067,4.3514376
-0.3587221,-0.19777279,4.4255924
-0.39267093,-0.19954613,4.537822
-0.36271822,-0.040979616,4.073168
-0.39609057,-0.2656013,6.192994
-0.3242985,-0.033941917,4.0095854
-0.32426465,-0.17341015,3.9598136
-0.3213746,-0.13511859,3.8354416
-0.42005324,-0.21230164,5.0134716
-0.2893781,-0.016776478,3.9281616
-0.4349785,-0.23141147,5.6524267
-0.3919658,-0.18956392,4.5027256
-0.39349747,-0.07841668,4.2009506
-0.3572631,-0.15208209,4.334697
-0.40810335,-0.2525722,5.956416
-0.37456363,-0.097390436,4.2118073
-0.3519001,-0.078228556,4.1413593
-0.3862571,-0.22898726,5.972085
-0.39257795,-0.18970835,5.037575
-0.3917327,-0.19467767,4.515067
-0.3702299,-0.23926944,6.069953
-0.42409325,-0.2154914,5.1334257
-0.39112628,-0.1082838,4.2634535
-0.30520177,-0.044727974,4.00933
-0.4176215,-0.24278347,5.7653008
-0.41472292,-0.20809312,4.8552074
-0.31503135,-0.04518061,4.022639
-0.3201543,-0.016056111,3.9651415
-0.39404345,-0.19144125,5.057398
-0.39662302,-0.1976575,5.1016498
-0.37216282,-0.19072862,4.5987797
-0.2954988,-0.035531126,3.976989
-0.41421747,-0.23359747,5.697263
-0.37894803,-0.26239362,6.187145
-0.41616976,-0.20923544,4.898166
-0.3185361,-0.052423455,4.042925
-0.32622552,-0.17426492,3.9711397
-0.37712777,-0.064518906,4.1428814
-0.39329278,-0.22809601,5.142872
-0.4014864,-0.21348283,5.2030745
-0.39155948,-0.19377922,4.510867
-0.40444332,-0.25319535,5.909706
-0.4036255,-0.25419778,5.930434
-0.3982138,-0.26097563,6.0723667
-0.3344308,-0.17784175,4.018533
-0.36038733,-0.03901375,4.065933
-0.41610008,-0.2383315,5.736027
-0.4148783,-0.23502943,5.881527
-0.39361364,-0.0726393,4.1856112
-0.3182413,-0.051984362,4.0415916
-0.4359852,-0.22488065,5.486514
-0.3564725,-0.1589069,4.3553543
-0.42898667,-0.219355,5.278719
-0.40720022,-0.2498047,5.8394566
-0.39148664,-0.10932784,4.269843
-0.39270175,-0.07039819,4.175297
-0.36013287,-0.03880506,4.065157
-0.39913118,-0.20536265,5.1513968
-0.39693218,-0.26267266,6.1090164
-0.36812812,-0.17649755,4.5062103
-0.29624385,-0.012684321,3.9277837
-0.41193146,-0.23178169,5.880822
-0.3617559,-0.15682133,4.3803997
-0.39269036,-0.19964673,4.538292
-0.39288932,-0.098533705,4.252431
-0.41067773,-0.22800313,5.3985558
-0.3919651,-0.21152534,5.092535
-0.39699495,-0.2648217,6.180934
-0.3780051,-0.053330027,4.119426
-0.32329142,-0.1729859,3.9541922
-0.3515337,-0.03929434,4.055456
-0.43114173,-0.22105655,5.3427067
-0.39269036,-0.19964673,4.538292
-0.39324796,-0.15968893,4.4298697
-0.29771537,-0.037963443,3.985104
-0.4055313,-0.2518616,5.882126
-0.36007625,-0.15308653,4.3549623
-0.38741034,-0.21833564,4.9579167
-0.4153747,-0.20860772,4.8745594
-0.41249776,-0.24856168,5.88
-0.4161473,-0.24396516,5.782013
-0.39238513,-0.10543968,4.2673016
-0.3923564,-0.22551602,5.101097
-0.36692542,-0.25371796,6.1582346
-0.39332098,-0.19021513,5.0463753
-0.40697688,-0.2500798,5.8451614
-0.40527165,-0.22750062,5.906991
-0.42018282,-0.21240395,5.017319
-0.354612,-0.081828974,4.1526585
-0.30942732,-0.013125515,3.9452698
-0.36155254,-0.20074393,4.4915476
-0.28929514,-0.025777286,3.9478106
-0.35653806,-0.17276579,4.4010897
-0.3727045,-0.2636693,6.203541
-0.39338946,-0.07464888,4.189204
-0.31562907,-0.14054446,3.8284752
-0.35251313,-0.19124028,4.280484
-0.41299933,-0.24539131,5.7814713
-0.40973663,-0.24740659,5.798647
-0.3616795,-0.2010197,4.498575
-0.31210998,-0.15205488,3.8377457
-0.42469,-0.24210833,5.8499775
-0.40177286,-0.2601804,6.099967
-0.4036439,-0.25825232,6.0646105
-0.37752658,-0.2627378,6.191945
-0.36743945,-0.17415215,4.491194
-0.40227956,-0.2558525,5.964712
-0.36179477,-0.20098945,4.4969425
-0.43363273,-0.22302328,5.416666
-0.31806484,-0.13627031,3.8280632
-0.40320027,-0.25871316,6.0731144
-0.38651383,-0.2289149,5.9710484
-0.3775375,-0.21022576,4.731805
-0.35132962,-0.19011274,4.2561836
-0.36536652,-0.09159332,4.187562
-0.39269036,-0.19964673,4.538292
-0.32139832,-0.056128748,4.0546427
-0.30903888,-0.16587536,3.8462389
-0.39269036,-0.19964673,4.538292
-0.38809335,-0.20024307,4.496382
-0.40820074,-0.2486511,5.8165026
-0.38363385,-0.21495008,4.866046
-0.37583476,-0.20404033,4.688626
-0.3961075,-0.26381385,6.13422
-0.314657,-0.04268437,4.016691
-0.41054243,-0.22793941,5.395687
-0.35451335,-0.18677013,4.1395
-0.39269036,-0.19964673,4.538292
-0.3920195,-0.21259794,5.095738
-0.41492462,-0.20825236,4.8611956
-0.38327283,-0.10146109,4.231653
-0.41648126,-0.24347739,5.770961
-0.42739838,-0.21810097,5.2315598
-0.38199425,-0.10094487,4.228918
-0.3915248,-0.19359913,4.510026
